ID,Region,OrgSize,Tenure,R45a,R45b,R45c,R45d,R45e,R90a,R90b,R90c,R87a,R87b,R87c,R87d,R87e
1121,Continental,5,5,1,2,1,3,1,4,4,3,4,4,5,5,4
1122,Continental,6,26,1,2,1,2,1,3,4,5,5,3,5,5,4
1123,Continental,8,22,1,3,4,3,2,3,3,4,4,6,4,4,6
1124,Continental,4,32,3,3,1,1,1,4,5,5,6,3,5,4,5
1125,Continental,4,7,1,4,2,1,2,3,4,4,5,4,4,2,4
1126,Continental,7,2,3,3,1,2,2,4,5,5,4,2,4,3,6
1127,Continental,7,12,1,4,4,1,1,5,4,4,3,5,3,5,3
1128,Continental,4,13,3,3,3,2,2,5,5,5,5,3,6,2,5
1129,Continental,4,25,1,1,1,2,1,4,4,5,5,6,3,6,3
1130,Continental,8,13,2,1,1,2,3,4,3,4,5,5,6,6,5
1131,Continental,4,13,4,4,4,4,1,4,4,4,5,4,3,5,3
1132,Continental,4,42,3,1,1,1,1,4,3,4,5,5,6,4,6
1133,Continental,7,16,4,4,3,1,1,4,5,5,5,5,5,3,3
1134,Continental,4,6,1,2,1,2,1,4,4,3,3,4,4,4,4
1135,Continental,6,13,3,4,4,2,1,4,5,5,4,4,4,4,4
1136,Continental,7,2,4,4,4,1,1,3,4,4,4,2,3,4,5
1137,Continental,6,13,4,2,4,3,2,5,5,4,6,6,6,5,6
1138,Continental,7,25,1,1,2,3,3,3,3,4,6,5,6,5,6
1139,Continental,4,12,2,4,2,2,1,4,4,5,5,4,4,5,4
1140,Continental,8,15,3,2,2,2,1,3,4,4,6,3,5,5,6
1141,Continental,7,30,4,1,1,2,1,3,3,2,6,5,4,6,6
1142,Continental,8,14,3,2,1,3,1,4,4,4,4,3,3,6,5
1143,Continental,5,2,4,5,4,2,1,3,4,5,3,4,3,2,6
1144,Continental,4,5,3,3,3,2,1,3,5,2,5,6,4,3,6
1145,Continental,6,18,1,2,2,2,2,4,3,5,5,5,4,5,6
1146,Continental,4,16,1,2,1,1,1,4,4,4,4,5,3,2,3
1147,Continental,6,5,2,2,2,1,3,4,4,5,5,5,3,4,4
1148,Continental,8,8,4,1,2,2,3,4,5,4,4,5,3,6,6
1149,Continental,8,9,4,2,1,1,1,3,5,5,3,5,4,2,4
1150,Continental,6,10,3,3,1,1,1,3,4,4,3,2,3,6,6
1151,Continental,6,7,4,4,4,1,2,4,4,4,5,2,5,3,6
1152,Continental,5,17,1,3,3,2,2,4,4,5,3,4,5,4,6
1153,Continental,7,16,1,5,3,3,3,3,5,4,4,5,2,2,3
1154,Continental,5,3,1,1,1,1,1,4,3,4,5,6,6,6,5
1155,Continental,5,5,2,3,2,1,1,3,4,4,6,6,6,6,4
1156,Continental,4,6,1,2,2,1,1,5,5,5,4,4,6,3,6
1157,Continental,8,14,4,2,2,1,1,4,5,4,5,4,5,4,5
1158,Continental,5,1,3,4,3,2,2,4,5,5,4,6,6,6,5
1159,Continental,5,41,4,2,3,2,2,3,3,3,4,5,3,5,6
1160,Continental,7,29,1,3,1,2,1,3,3,2,3,6,5,2,4
1161,Continental,4,36,1,3,2,1,1,3,4,2,5,5,4,2,4
1162,Continental,5,1,2,1,2,1,2,5,4,5,5,4,6,5,6
1163,Continental,6,24,3,3,2,1,1,3,4,5,6,5,4,4,6
1164,Continental,4,15,2,2,2,1,1,4,4,5,3,5,4,4,5
1165,Continental,4,10,4,3,1,3,2,4,4,4,5,6,6,2,5
1166,Continental,7,8,2,4,1,1,1,4,4,5,5,5,5,4,5
1167,Continental,6,24,1,2,2,3,1,3,3,3,5,5,5,4,5
1168,Continental,8,25,3,4,4,3,4,4,4,5,6,5,3,5,4
1169,Continental,4,5,1,4,1,4,2,3,5,4,4,6,4,5,6
1170,Continental,5,4,3,2,2,2,1,5,4,5,6,3,3,5,4
1171,Continental,8,19,5,2,2,2,2,4,4,4,4,2,6,2,6
1172,Continental,6,19,2,2,1,2,1,4,4,5,4,6,4,3,4
1173,Continental,8,33,5,3,1,1,1,4,4,5,6,5,2,2,6
1174,Continental,4,6,2,4,1,1,1,3,3,3,6,6,5,3,3
1175,Continental,6,5,1,1,3,2,2,3,2,4,5,3,4,5,6
1176,Continental,8,4,3,4,4,4,2,3,4,4,6,3,5,3,5
1177,Continental,5,5,1,2,1,2,1,3,3,4,6,5,5,4,5
1178,Continental,8,19,1,3,2,1,1,4,3,4,5,6,4,4,5
1179,Continental,7,16,1,2,3,4,2,3,4,5,6,2,5,5,3
1180,Continental,5,14,1,1,2,1,1,4,4,4,5,6,4,5,6
1181,Continental,6,33,2,3,4,1,1,3,3,4,5,6,4,3,3
1182,Continental,5,12,3,2,2,2,2,4,4,5,5,6,3,5,3
1183,Continental,6,8,2,3,1,1,2,3,3,5,3,3,4,4,4
1184,Continental,6,11,2,1,2,1,1,3,2,4,5,6,4,6,4
1185,Continental,5,25,2,3,1,1,1,5,4,5,3,4,4,4,4
1186,Continental,6,10,4,4,4,1,2,4,4,4,5,2,3,3,4
1187,Continental,8,11,1,2,2,2,1,3,5,4,3,5,2,5,6
1188,Continental,5,13,1,1,3,1,1,4,5,5,3,5,6,5,6
1189,Continental,7,12,2,2,1,1,1,4,5,5,4,3,2,2,3
1190,Continental,4,21,2,1,3,1,1,4,4,4,3,4,6,5,5
1191,Continental,8,9,1,2,4,1,1,4,3,4,4,5,6,6,4
1192,Continental,6,19,2,3,2,1,1,4,4,5,6,6,3,4,4
1193,Continental,4,2,1,2,2,1,1,3,3,3,6,5,3,3,3
1194,Continental,4,3,2,4,4,1,3,5,5,4,5,2,4,5,5
1195,Continental,4,22,2,3,2,2,2,4,5,4,5,6,5,6,5
1196,Continental,5,18,1,4,4,3,2,4,3,4,5,3,5,5,6
1197,Continental,4,19,1,3,4,3,3,4,5,5,4,6,2,4,5
1198,Continental,8,21,1,4,4,2,3,5,3,4,6,4,6,5,3
1199,Continental,4,4,4,2,2,2,1,3,3,4,5,4,5,3,5
1200,Continental,8,22,4,3,1,1,1,5,4,5,3,6,4,2,3
1201,Southern,8,18,5,5,5,5,5,1,1,1,2,1,1,1,1
1202,Southern,7,2,5,5,5,5,4,2,1,1,2,1,1,1,1
1203,Southern,4,42,2,1,1,3,1,5,5,4,6,6,6,6,6
1204,Southern,4,18,1,1,1,1,1,5,5,4,6,6,6,6,6
1205,Southern,4,24,1,1,1,1,1,5,5,5,6,6,6,6,6
1206,Southern,4,8,1,1,1,1,1,5,5,5,6,6,6,6,6
1207,Southern,5,10,5,5,5,4,4,2,1,1,2,1,1,1,1
1208,Southern,5,17,5,5,5,4,4,2,1,1,2,2,1,1,2
1209,Southern,6,16,5,5,5,4,4,2,1,1,2,2,2,1,2
1210,Southern,5,22,5,5,5,4,4,2,2,3,2,2,2,1,2
1211,Southern,5,14,1,1,1,1,1,5,5,5,6,6,6,6,6
1212,Southern,5,19,5,5,5,4,4,2,2,3,2,2,2,1,2
1213,Southern,5,13,1,1,1,1,1,5,5,4,6,6,6,6,6
1214,Southern,4,20,5,5,5,4,4,2,2,4,2,2,2,1,2
1215,Southern,4,13,1,1,1,1,1,5,5,4,6,6,6,6,6
1216,Southern,4,31,1,1,1,1,1,5,5,4,6,6,6,6,6
1217,Southern,5,25,1,1,1,1,1,5,5,5,6,6,6,6,6
1218,Southern,5,22,5,5,5,4,3,2,2,4,2,2,2,1,2
1219,Southern,4,13,1,1,1,1,1,5,5,5,6,6,6,6,6
1220,Southern,4,13,1,1,1,1,2,5,5,4,6,6,6,6,6
1221,Southern,6,24,4,5,5,4,1,2,2,4,2,2,2,1,2
1222,Southern,6,6,3,5,4,2,1,2,2,4,2,2,2,2,2
1223,Southern,4,9,3,3,1,1,1,2,2,4,2,2,2,2,2
1224,Southern,6,14,2,3,1,2,2,2,2,2,2,2,2,2,2
1225,Southern,4,23,4,3,3,2,2,5,4,3,6,6,6,5,6
1226,Southern,5,13,3,2,1,1,1,5,5,5,6,6,6,6,6
1227,Southern,5,7,4,4,4,3,2,5,5,4,6,6,6,6,6
1228,Southern,6,21,3,2,3,2,2,4,5,5,6,6,6,6,6
1229,Southern,6,18,3,3,3,3,1,5,5,4,6,6,6,6,6
1230,Southern,5,14,3,3,3,1,1,5,5,3,6,6,6,6,6
1231,Southern,4,11,3,3,2,2,1,2,2,4,3,2,2,2,2
1232,Southern,6,14,2,3,2,2,1,2,2,4,3,2,2,2,2
1233,Southern,7,16,3,4,2,2,2,2,2,4,3,2,2,2,2
1234,Southern,7,37,4,2,2,1,2,5,5,5,6,6,6,6,6
1235,Southern,4,21,1,3,2,3,2,5,4,4,6,6,6,6,6
1236,Southern,5,1,3,2,2,1,1,5,4,3,6,6,6,6,6
1237,Southern,7,22,4,1,2,1,2,5,4,3,6,6,6,6,6
1238,Southern,4,14,3,3,3,3,2,2,4,4,3,2,2,2,2
1239,Southern,6,14,2,3,2,2,1,2,3,4,3,2,2,2,3
1240,Southern,5,18,2,2,2,1,1,5,4,4,6,6,6,6,6
1241,Southern,6,9,3,3,2,1,1,5,5,5,6,6,6,6,6
1242,Southern,4,21,3,3,3,2,2,2,3,4,3,2,2,2,3
1243,Southern,6,23,3,2,2,1,2,5,4,4,6,6,6,6,6
1244,Southern,4,20,2,2,2,2,2,4,4,4,6,6,6,6,6
1245,Southern,4,7,3,3,3,2,1,2,4,3,3,2,2,2,3
1246,Southern,5,13,3,3,3,1,1,5,5,4,6,6,6,6,6
1247,Southern,6,19,4,4,2,1,1,4,4,5,3,2,2,2,3
1248,Southern,4,2,3,3,4,2,2,5,4,5,6,6,6,6,6
1249,Southern,7,12,3,2,1,3,2,4,4,5,6,6,6,6,6
1250,Southern,7,25,3,3,3,2,1,4,4,4,3,2,2,2,3
1251,Southern,5,12,3,4,2,1,1,4,4,5,3,2,2,2,3
1252,Southern,6,13,3,3,2,2,1,4,3,4,3,2,2,2,3
1253,Southern,5,25,3,4,3,2,2,4,4,5,6,6,6,6,6
1254,Southern,5,25,2,4,2,1,1,3,4,3,6,6,6,6,6
1255,Southern,7,23,3,3,2,1,2,4,3,4,3,2,2,2,3
1256,Southern,4,25,2,4,2,1,1,4,3,4,6,6,6,6,6
1257,Southern,5,6,3,3,3,2,1,4,2,4,3,2,2,2,3
1258,Southern,7,13,3,3,2,1,1,3,2,4,6,6,6,6,6
1259,Southern,5,3,3,3,3,1,1,5,4,4,6,6,6,6,6
1260,Southern,4,17,3,2,2,2,1,4,4,4,6,6,6,6,6
1261,Southern,4,10,4,3,3,2,2,5,5,4,6,6,6,6,6
1262,Southern,6,6,1,2,1,1,2,4,4,5,3,2,3,2,3
1263,Southern,4,7,2,3,1,2,3,3,3,2,3,2,3,2,3
1264,Southern,6,13,4,3,1,3,3,4,5,4,6,6,6,6,6
1265,Southern,5,12,3,3,3,1,1,3,4,3,3,2,3,2,3
1266,Southern,4,10,2,3,2,1,2,4,5,4,6,6,3,2,6
1267,Southern,8,4,2,3,2,2,2,4,5,5,6,6,5,6,6
1268,Southern,6,9,1,2,1,1,1,4,4,5,3,4,3,3,5
1269,Southern,4,10,4,1,4,3,2,4,4,3,4,3,5,4,4
1270,Southern,8,30,1,1,1,1,1,4,3,4,5,5,4,6,4
1271,Southern,4,11,2,3,1,3,2,4,5,3,4,5,3,3,5
1272,Southern,8,5,2,2,1,1,1,3,3,2,4,4,4,3,4
1273,Southern,7,1,3,3,2,1,1,4,4,4,5,4,5,4,5
1274,Southern,7,24,3,4,4,2,1,4,5,4,5,5,5,4,5
1275,Southern,8,7,2,2,1,1,2,4,4,5,5,5,5,4,5
1276,Southern,4,30,2,2,3,2,1,3,4,2,4,4,4,4,4
1277,Southern,4,6,4,4,2,1,2,4,5,4,5,5,4,4,5
1278,Southern,4,13,3,4,4,3,2,4,5,5,5,4,5,4,5
1279,Southern,4,11,3,1,1,2,1,4,5,4,4,3,4,3,5
1280,Southern,6,6,1,2,1,1,1,4,3,5,5,5,5,4,5
1281,Southern,7,26,2,1,1,1,1,4,4,3,5,5,4,4,5
1282,Southern,6,3,2,2,3,3,1,4,4,5,5,5,5,5,5
1283,Southern,4,3,2,4,4,2,1,3,4,5,4,3,4,3,4
1284,Southern,7,28,1,1,1,1,1,3,4,4,4,4,4,3,4
1285,Southern,5,9,1,3,2,1,1,3,3,3,5,5,5,5,5
1286,Southern,4,5,2,2,1,2,1,4,4,4,4,4,4,4,4
1287,Southern,5,41,3,2,3,1,1,4,3,3,4,4,4,4,5
1288,Southern,5,17,4,4,3,2,2,3,3,3,4,4,4,4,4
1289,Southern,4,25,3,2,2,1,1,4,4,3,5,4,5,4,5
1290,Southern,5,1,4,4,3,1,1,4,4,5,5,5,5,5,5
1291,Southern,7,19,2,3,3,2,2,3,3,3,5,4,5,4,5
1292,Southern,6,3,4,3,3,2,1,3,3,3,5,5,5,4,5
1293,Southern,4,5,2,3,3,3,3,3,2,3,4,3,3,3,3
1294,Southern,4,11,3,2,1,1,1,4,5,3,5,5,5,5,5
1295,Southern,8,38,2,3,3,2,1,4,4,4,5,5,5,5,5
1296,Southern,4,22,4,2,2,1,1,4,5,3,4,4,4,4,4
1297,Southern,5,1,4,4,2,2,1,4,4,3,5,5,5,5,5
1298,Southern,5,4,4,4,4,3,3,4,4,5,5,5,5,5,5
1299,Southern,4,14,3,2,1,2,2,4,4,2,4,4,5,4,4
1300,Southern,5,7,2,1,1,1,1,5,5,5,5,5,6,5,5
1301,Southern,8,9,4,3,2,3,1,4,3,5,5,5,6,5,5
1302,Southern,4,36,2,2,2,1,1,4,4,5,4,3,4,3,4
1303,Southern,7,12,3,3,1,1,2,3,3,3,4,3,5,4,5
1304,Southern,8,16,4,4,4,3,2,3,3,3,4,3,4,4,4
1305,Southern,4,36,4,2,2,2,1,4,4,5,4,4,5,4,4
1306,Southern,4,11,2,2,1,2,1,4,3,4,5,4,5,4,5
1307,Southern,8,33,4,3,1,3,1,4,3,5,5,5,5,5,5
1308,Southern,4,5,4,4,4,3,3,5,4,5,6,6,6,5,6
1309,Southern,4,11,3,2,2,1,3,5,5,5,6,5,6,5,6
1310,Southern,7,3,1,2,2,1,1,3,4,4,4,3,4,4,4
1311,Southern,4,10,4,3,4,3,2,3,4,5,6,5,6,5,5
1312,Southern,4,5,2,3,2,3,2,5,4,5,5,5,5,5,5
1313,Southern,5,6,1,1,4,1,2,4,3,3,5,5,6,5,6
1314,Southern,7,3,1,4,2,1,1,4,4,4,5,4,4,4,4
1315,Southern,8,4,2,3,2,1,1,5,5,3,6,6,6,6,6
1316,Southern,8,26,5,4,4,3,1,4,4,5,4,3,4,3,4
1317,Southern,4,3,3,3,4,3,2,3,5,5,4,3,4,3,4
1318,Southern,7,7,4,3,4,1,1,3,4,4,5,5,5,5,5
1319,Southern,7,22,1,2,1,1,2,4,5,4,5,5,5,5,4
1320,Southern,4,7,2,3,3,1,2,4,5,5,4,4,4,3,4
1321,Southern,5,5,2,3,3,2,3,5,4,4,5,5,5,6,5
1322,Southern,8,27,1,2,1,1,1,4,5,4,4,3,4,4,4
1323,Southern,5,5,3,3,1,2,1,5,5,5,5,5,4,5,5
1324,Southern,6,31,2,2,2,1,1,3,3,4,4,4,5,4,5
1325,Southern,4,21,1,3,3,2,1,4,5,3,4,4,4,3,4
1326,Southern,8,18,1,3,4,3,2,3,3,3,5,5,4,5,5
1327,Southern,7,13,2,3,2,1,1,4,3,4,5,5,5,5,5
1328,Southern,7,1,1,2,1,1,1,3,3,4,4,3,4,3,4
1329,Southern,4,2,1,2,1,1,1,3,2,3,4,4,4,3,4
1330,Southern,6,27,2,3,2,1,1,3,3,4,4,3,4,3,4
1331,Southern,4,8,1,4,1,1,1,3,3,2,4,4,4,3,4
1332,Southern,6,23,4,4,3,2,3,3,4,4,4,3,4,3,4
1333,Southern,8,37,3,2,1,2,3,5,5,5,4,4,5,4,4
1334,Southern,4,5,2,3,2,3,3,3,3,3,5,5,6,5,6
1335,Southern,8,36,2,2,1,1,2,3,4,3,4,3,4,3,3
1336,Southern,6,37,2,3,2,1,1,3,5,5,5,5,5,5,5
1337,Southern,8,19,1,2,2,1,1,3,4,2,5,5,6,5,5
1338,Southern,5,20,3,3,4,1,2,3,5,5,4,3,4,3,3
1339,Southern,4,8,2,3,1,1,1,5,5,4,5,5,5,4,5
1340,Southern,6,6,5,4,3,3,3,4,5,4,4,3,4,3,4
1341,Southern,4,18,1,2,2,2,1,3,3,2,5,5,5,5,5
1342,Southern,4,10,2,1,1,2,1,3,4,4,5,5,5,5,5
1343,Southern,8,38,1,2,1,1,1,4,4,4,5,5,5,5,6
1344,Southern,4,16,2,1,1,2,1,3,4,2,5,5,5,5,5
1345,Southern,4,15,4,4,4,3,2,5,5,4,5,5,5,5,6
1346,Southern,4,11,2,3,4,1,2,4,3,4,4,3,5,4,5
1347,Southern,4,25,2,4,2,2,3,5,5,5,5,5,5,5,5
1348,Southern,7,32,2,3,4,1,1,4,2,4,4,4,5,4,4
1349,Southern,4,14,1,1,1,1,2,3,3,3,5,5,5,4,5
1350,Southern,4,15,1,3,2,1,1,4,3,5,4,4,4,4,4
1351,Southern,5,17,2,3,2,1,1,5,5,3,5,5,5,5,5
1352,Southern,4,7,3,1,2,3,1,4,5,2,4,4,4,4,4
1353,Southern,4,19,2,3,1,3,2,3,2,3,4,3,4,3,4
1354,Southern,7,32,3,1,2,2,1,4,3,5,4,3,4,4,4
1355,Southern,4,25,1,1,1,1,1,4,4,3,5,4,5,5,5
1356,Southern,6,20,1,4,3,2,3,3,3,5,5,4,5,4,4
1357,Southern,4,41,4,3,4,4,2,4,4,4,5,5,5,5,5
1358,Southern,4,3,3,4,3,3,1,5,4,5,4,3,4,4,3
1359,Southern,5,13,1,1,1,1,1,4,3,2,5,6,6,5,6
1360,Southern,7,14,4,3,4,2,1,3,3,4,5,5,5,5,5
1361,Southern,4,2,4,4,3,3,3,3,4,3,4,4,5,4,4
1362,Southern,6,2,2,4,1,1,1,5,5,5,5,5,5,4,5
1363,Southern,8,5,3,4,3,3,1,4,5,4,5,5,5,5,5
1364,Southern,4,33,4,5,3,3,2,3,3,3,5,4,6,5,6
1365,Southern,7,4,2,1,1,1,1,4,3,4,4,5,5,5,5
1366,Southern,5,13,2,5,4,1,2,4,4,3,4,3,3,3,4
1367,Southern,4,3,1,4,2,1,1,4,2,3,5,5,5,5,4
1368,Southern,4,11,2,3,2,1,1,4,3,5,4,3,4,3,4
1369,Southern,5,34,1,4,2,2,2,4,3,4,5,4,5,4,5
1370,Southern,6,32,3,5,3,1,1,5,5,3,5,5,6,4,4
1371,Southern,5,6,2,2,2,3,1,4,5,4,4,4,5,4,5
1372,Southern,8,13,2,5,3,1,1,3,5,2,4,3,3,3,4
1373,Southern,8,8,2,3,3,1,1,5,5,5,4,3,4,3,4
1374,Southern,4,27,2,3,1,1,1,3,3,4,4,4,4,3,4
1375,Southern,5,8,1,4,1,3,2,4,5,5,5,6,5,5,5
1376,Southern,4,6,1,1,1,2,1,3,2,2,5,5,6,5,4
1377,Southern,8,37,1,2,1,2,2,4,5,3,4,3,3,3,3
1378,Southern,4,8,2,3,2,1,1,4,4,2,4,4,4,4,3
1379,Southern,6,4,4,4,1,1,1,5,5,4,5,5,5,5,4
1380,Southern,7,26,2,1,3,3,1,4,4,4,4,4,6,4,4
1381,Southern,4,27,4,4,3,3,2,3,4,5,4,4,5,4,4
1382,Southern,7,6,3,4,3,3,2,4,4,3,4,4,5,3,4
1383,Southern,4,4,2,3,1,2,1,4,4,5,4,4,5,4,4
1384,Southern,8,13,3,2,2,1,1,4,5,4,4,4,5,3,4
1385,Southern,4,12,4,2,1,2,3,4,5,5,5,5,4,4,4
1386,Southern,4,11,4,4,2,2,2,5,5,5,5,5,5,4,5
1387,Southern,4,18,4,3,3,2,1,4,5,4,5,3,4,3,3
1388,Southern,4,26,4,3,3,2,3,5,5,5,6,5,6,5,6
1389,Southern,4,35,2,3,4,1,3,3,4,4,5,5,4,3,5
1390,Southern,4,14,1,3,1,1,1,4,3,5,5,6,5,5,5
1391,Southern,4,32,4,4,3,3,2,4,5,4,3,3,5,3,3
1392,Southern,8,7,4,4,3,3,2,4,5,5,5,5,5,4,6
1393,Southern,6,6,4,3,2,1,1,4,4,5,5,4,5,3,5
1394,Southern,7,9,3,3,2,2,2,3,4,5,5,5,5,5,6
1395,Southern,6,9,1,2,1,1,2,3,2,2,5,5,5,5,6
1396,Southern,7,27,1,2,1,1,1,5,5,4,5,6,6,5,5
1397,Southern,5,16,2,2,2,2,2,4,4,4,4,4,5,4,4
1398,Southern,4,5,4,4,3,2,3,3,4,5,5,5,5,5,4
1399,Southern,4,3,1,4,3,3,3,4,3,4,5,5,5,4,6
1400,Southern,8,28,4,4,2,2,1,5,5,4,3,3,3,3,3
1401,Southern,5,13,2,4,3,2,1,4,4,5,4,4,4,3,3
1402,Southern,5,6,2,4,3,2,1,4,3,4,6,6,6,5,6
1403,Southern,5,25,3,3,4,2,2,5,4,5,5,4,5,4,6
1404,Southern,6,19,3,1,1,3,1,5,5,5,4,3,5,3,5
1405,Southern,5,18,4,3,4,1,3,5,5,5,5,6,6,5,5
1406,Southern,7,15,2,2,2,3,2,3,2,3,4,5,5,5,3
1407,Southern,4,14,2,3,2,1,1,4,5,4,4,3,4,3,4
1408,Southern,6,35,4,3,2,2,2,4,5,5,4,4,5,5,4
1409,Southern,6,4,2,2,2,3,1,5,4,3,6,5,6,5,6
1410,Southern,8,20,2,3,1,3,1,3,4,2,4,4,4,3,4
1411,Southern,4,5,2,2,1,1,2,3,4,4,4,5,4,5,5
1412,Southern,6,24,3,3,2,3,3,5,5,4,6,6,6,5,6
1413,Southern,8,22,3,3,1,2,1,4,5,4,5,5,4,4,4
1414,Southern,7,11,4,3,4,2,2,4,5,2,5,3,5,5,5
1415,Southern,4,2,3,4,2,4,1,4,3,3,4,3,4,3,5
1416,Southern,7,13,1,2,2,1,1,3,4,3,5,5,4,4,4
1417,Southern,5,2,2,2,2,1,1,4,4,3,4,4,5,4,5
1418,Southern,4,2,2,4,3,2,1,4,3,5,4,4,6,6,5
1419,Southern,5,9,4,4,3,3,3,5,5,5,6,4,6,6,6
1420,Southern,4,28,1,3,4,2,1,4,4,3,5,4,3,3,6
1421,Southern,4,31,1,3,4,3,2,3,4,4,4,3,4,4,5
1422,Southern,4,16,1,1,2,3,2,3,3,5,5,5,4,5,4
1423,Southern,8,10,1,3,1,2,1,4,2,4,5,3,3,5,3
1424,Southern,5,26,4,4,3,1,1,3,2,3,4,3,5,3,3
1425,Southern,6,10,1,4,1,2,1,4,4,4,5,4,3,4,5
1426,Southern,5,15,3,3,2,1,1,5,4,3,3,3,3,2,3
1427,Southern,4,16,2,3,1,1,1,4,4,4,6,4,5,3,5
1428,Southern,4,29,3,2,2,1,1,5,3,3,5,6,5,5,4
1429,Southern,4,21,1,3,1,1,2,4,3,3,5,5,5,3,4
1430,Southern,5,22,1,3,1,1,1,4,4,5,5,6,5,4,3
1431,Southern,4,5,4,4,2,2,1,5,5,4,5,5,5,5,4
1432,Southern,6,5,1,2,3,1,1,5,3,4,4,6,5,6,3
1433,Southern,4,2,1,1,4,3,2,4,5,5,5,4,5,4,4
1434,Southern,4,21,1,3,1,2,2,4,4,5,3,4,5,6,5
1435,Southern,4,9,4,2,1,2,2,4,4,5,4,5,3,3,5
1436,Southern,4,8,4,4,2,2,1,3,3,3,5,5,5,5,4
1437,Southern,8,21,1,4,1,2,2,4,5,5,4,5,4,4,4
1438,Southern,4,22,2,1,2,2,2,5,5,5,5,6,4,5,3
1439,Southern,7,1,5,4,4,3,1,4,5,5,4,3,4,5,4
1440,Southern,4,23,2,4,1,1,1,4,4,2,5,5,5,5,3
1441,Southern,4,16,3,3,3,1,1,4,5,5,4,3,4,3,5
1442,Southern,6,3,3,5,2,2,2,5,5,5,5,4,5,4,6
1443,Southern,4,9,4,1,2,1,1,4,5,5,5,4,5,3,5
1444,Southern,6,16,2,3,3,2,2,4,5,5,6,6,5,6,6
1445,Southern,6,16,2,2,2,2,2,4,4,3,6,6,6,6,6
1446,Southern,7,18,3,4,1,1,1,3,2,4,5,3,5,4,5
1447,Southern,5,38,2,4,2,1,1,3,4,4,4,5,6,3,4
1448,Southern,5,4,1,2,2,2,2,4,4,5,4,4,5,5,5
1449,Southern,5,3,5,5,3,1,1,4,4,4,3,3,3,3,6
1450,Southern,8,38,2,2,1,2,1,5,5,5,3,4,3,5,3
1451,Southern,8,17,4,4,3,2,1,3,3,2,3,3,4,6,5
1452,Southern,4,16,2,2,1,1,1,4,3,4,5,6,4,4,4
1453,Southern,4,6,3,5,4,3,2,4,4,4,5,3,6,6,4
1454,Southern,8,22,1,4,3,2,1,4,3,3,5,5,5,4,4
1455,Southern,6,4,4,3,2,1,3,5,4,4,6,4,3,4,6
1456,Southern,5,13,2,5,4,1,2,3,4,4,5,6,3,6,5
1457,Southern,8,21,3,4,2,1,2,4,4,5,6,5,4,3,6
1458,Southern,4,28,3,3,3,3,2,4,5,4,4,4,5,5,6
1459,Southern,5,3,1,3,2,3,1,3,3,2,4,6,5,3,5
1460,Southern,4,2,3,3,2,3,3,5,5,4,3,3,6,4,5
1461,Southern,7,4,3,4,4,3,2,4,4,4,4,3,6,3,6
1462,Southern,5,22,3,2,1,1,1,5,5,4,3,4,5,4,4
1463,Southern,8,6,1,3,1,1,3,3,2,2,4,6,6,6,4
1464,Southern,4,33,1,3,1,2,2,4,4,4,5,6,5,5,5
1465,Southern,6,7,1,3,1,2,1,3,4,3,5,4,6,5,6
1466,Southern,5,20,2,2,2,1,1,4,4,4,4,5,6,5,6
1467,Southern,7,11,3,3,1,1,1,4,4,4,6,3,3,3,6
1468,Southern,4,20,3,3,1,3,4,3,4,4,3,5,3,4,4
1469,Southern,4,12,3,2,1,1,2,5,5,5,4,4,4,5,5
1470,Southern,4,33,3,4,4,3,3,5,5,5,4,6,3,4,6
1471,Southern,6,8,2,1,2,2,3,4,4,3,5,3,6,5,6
1472,Southern,4,12,4,4,2,2,3,5,4,5,5,3,4,2,5
1473,Southern,8,30,2,2,2,1,1,4,5,3,5,6,5,3,5
1474,Southern,5,8,3,5,3,2,2,3,4,3,5,4,5,5,5
1475,Southern,5,23,1,1,1,1,1,4,5,3,4,5,5,5,3
1476,Southern,8,9,1,3,3,3,4,4,5,5,5,6,4,4,6
1477,Southern,6,39,1,1,1,1,1,5,5,5,5,3,3,6,4
1478,Southern,8,14,3,4,1,1,1,4,5,5,6,4,6,6,5
1479,Southern,8,15,4,4,4,4,4,4,4,4,4,3,4,5,4
1480,Southern,4,3,3,3,3,2,1,3,3,5,5,4,6,5,5
1481,Southern,4,1,2,3,2,3,1,3,3,4,5,5,5,4,4
1482,Southern,6,15,1,2,1,2,1,5,4,4,5,5,5,5,4
1483,Southern,8,1,2,3,3,3,1,4,2,3,3,4,6,6,4
1484,Southern,5,13,2,4,2,4,2,3,3,4,5,6,5,5,4
1485,Southern,8,22,2,2,1,1,1,4,3,4,3,5,4,3,4
1486,Southern,5,8,3,4,4,2,2,3,5,5,4,5,5,4,6
1487,Southern,8,3,2,4,2,3,1,3,4,5,5,3,6,6,4
1488,Southern,7,14,4,4,1,1,1,5,4,3,6,5,5,5,3
1489,Southern,6,7,2,2,2,1,2,3,4,3,6,6,4,4,4
1490,Southern,5,7,2,3,3,3,1,5,5,5,5,4,6,4,3
1491,Southern,4,24,4,2,3,2,1,5,5,5,3,3,4,5,3
1492,Southern,6,29,2,5,4,3,2,3,4,5,6,3,6,2,6
1493,Southern,4,3,4,5,3,2,1,4,4,5,6,5,6,4,6
1494,Southern,6,6,3,3,1,1,1,5,5,5,6,6,6,6,6
1495,Southern,4,9,1,2,3,1,4,4,4,3,3,4,4,6,3
1496,Southern,5,9,1,3,1,2,2,4,4,3,4,5,4,5,4
